DEBUG:root:BVHBuilder: prepare mesh, esc: True
DEBUG:root:BVHBuilder: build node. №162, primitives: 1
DEBUG:root:BVHBuilder: build node. №160, primitives: 0
DEBUG:root:BVHBuilder: build node. №156, primitives: 0
DEBUG:root:BVHBuilder: build node. №165, primitives: 1
DEBUG:root:BVHBuilder: build node. №167, primitives: 1
DEBUG:root:BVHBuilder: build node. №168, primitives: 1
DEBUG:root:BVHBuilder: build node. №166, primitives: 0
DEBUG:root:BVHBuilder: build node. №164, primitives: 0
DEBUG:root:BVHBuilder: build node. №170, primitives: 1
DEBUG:root:BVHBuilder: build node. №171, primitives: 1
DEBUG:root:BVHBuilder: build node. №169, primitives: 0
DEBUG:root:BVHBuilder: build node. №163, primitives: 0
DEBUG:root:BVHBuilder: build node. №155, primitives: 0
DEBUG:root:BVHBuilder: build node. №139, primitives: 0
DEBUG:root:BVHBuilder: build node. №176, primitives: 1
DEBUG:root:BVHBuilder: build node. №178, primitives: 1
DEBUG:root:BVHBuilder: build node. №179, primitives: 1
DEBUG:root:BVHBuilder: build node. №177, primitives: 0
DEBUG:root:BVHBuilder: build node. №175, primitives: 0
DEBUG:root:BVHBuilder: build node. №181, primitives: 1
DEBUG:root:BVHBuilder: build node. №182, primitives: 1
DEBUG:root:BVHBuilder: build node. №180, primitives: 0
DEBUG:root:BVHBuilder: build node. №174, primitives: 0
DEBUG:root:BVHBuilder: build node. №185, primitives: 1
DEBUG:root:BVHBuilder: build node. №186, primitives: 1
DEBUG:root:BVHBuilder: build node. №184, primitives: 0
DEBUG:root:BVHBuilder: build node. №188, primitives: 1
DEBUG:root:BVHBuilder: build node. №189, primitives: 1
DEBUG:root:BVHBuilder: build node. №187, primitives: 0
DEBUG:root:BVHBuilder: build node. №183, primitives: 0
DEBUG:root:BVHBuilder: build node. №173, primitives: 0
DEBUG:root:BVHBuilder: build node. №192, primitives: 1
DEBUG:root:BVHBuilder: build node. №194, primitives: 1
DEBUG:root:BVHBuilder: build node. №195, primitives: 1
DEBUG:root:BVHBuilder: build node. №193, primitives: 0
DEBUG:root:BVHBuilder: build node. №191, primitives: 0
DEBUG:root:BVHBuilder: build node. №199, primitives: 1
DEBUG:root:BVHBuilder: build node. №200, primitives: 1
DEBUG:root:BVHBuilder: build node. №198, primitives: 0
DEBUG:root:BVHBuilder: build node. №202, primitives: 1
DEBUG:root:BVHBuilder: build node. №203, primitives: 1
DEBUG:root:BVHBuilder: build node. №201, primitives: 0
DEBUG:root:BVHBuilder: build node. №197, primitives: 0
DEBUG:root:BVHBuilder: build node. №206, primitives: 1
DEBUG:root:BVHBuilder: build node. №207, primitives: 1
DEBUG:root:BVHBuilder: build node. №205, primitives: 0
DEBUG:root:BVHBuilder: build node. №208, primitives: 1
DEBUG:root:BVHBuilder: build node. №204, primitives: 0
DEBUG:root:BVHBuilder: build node. №196, primitives: 0
DEBUG:root:BVHBuilder: build node. №190, primitives: 0
DEBUG:root:BVHBuilder: build node. №172, primitives: 0
DEBUG:root:BVHBuilder: build node. №138, primitives: 0
DEBUG:root:BVHBuilder: build node. №214, primitives: 1
DEBUG:root:BVHBuilder: build node. №216, primitives: 1
DEBUG:root:BVHBuilder: build node. №217, primitives: 1
DEBUG:root:BVHBuilder: build node. №215, primitives: 0
DEBUG:root:BVHBuilder: build node. №213, primitives: 0
DEBUG:root:BVHBuilder: build node. №218, primitives: 1
DEBUG:root:BVHBuilder: build node. №212, primitives: 0
DEBUG:root:BVHBuilder: build node. №221, primitives: 1
DEBUG:root:BVHBuilder: build node. №223, primitives: 1
DEBUG:root:BVHBuilder: build node. №224, primitives: 1
DEBUG:root:BVHBuilder: build node. №222, primitives: 0
DEBUG:root:BVHBuilder: build node. №220, primitives: 0
DEBUG:root:BVHBuilder: build node. №225, primitives: 1
DEBUG:root:BVHBuilder: build node. №219, primitives: 0
DEBUG:root:BVHBuilder: build node. №211, primitives: 0
DEBUG:root:BVHBuilder: build node. №229, primitives: 1
DEBUG:root:BVHBuilder: build node. №231, primitives: 1
DEBUG:root:BVHBuilder: build node. №232, primitives: 1
DEBUG:root:BVHBuilder: build node. №230, primitives: 0
DEBUG:root:BVHBuilder: build node. №228, primitives: 0
DEBUG:root:BVHBuilder: build node. №234, primitives: 1
DEBUG:root:BVHBuilder: build node. №235, primitives: 1
DEBUG:root:BVHBuilder: build node. №233, primitives: 0
DEBUG:root:BVHBuilder: build node. №227, primitives: 0
DEBUG:root:BVHBuilder: build node. №238, primitives: 1
DEBUG:root:BVHBuilder: build node. №239, primitives: 1
DEBUG:root:BVHBuilder: build node. №237, primitives: 0
DEBUG:root:BVHBuilder: build node. №241, primitives: 1
DEBUG:root:BVHBuilder: build node. №242, primitives: 1
DEBUG:root:BVHBuilder: build node. №240, primitives: 0
DEBUG:root:BVHBuilder: build node. №236, primitives: 0
DEBUG:root:BVHBuilder: build node. №226, primitives: 0
DEBUG:root:BVHBuilder: build node. №210, primitives: 0
DEBUG:root:BVHBuilder: build node. №248, primitives: 1
DEBUG:root:BVHBuilder: build node. №249, primitives: 1
DEBUG:root:BVHBuilder: build node. №247, primitives: 0
DEBUG:root:BVHBuilder: build node. №250, primitives: 1
DEBUG:root:BVHBuilder: build node. №246, primitives: 0
DEBUG:root:BVHBuilder: build node. №252, primitives: 1
DEBUG:root:BVHBuilder: build node. №253, primitives: 1
DEBUG:root:BVHBuilder: build node. №251, primitives: 0
DEBUG:root:BVHBuilder: build node. №245, primitives: 0
DEBUG:root:BVHBuilder: build node. №256, primitives: 1
DEBUG:root:BVHBuilder: build node. №257, primitives: 1
